MCH Institution Type,MCH Institution Type Name,File Type,Package,Field Name,Fields in Package,Field Description
72,Outpatient Center,Institution & Personnel,Base,Physical City,1 Field,The physical city of the institution.
72,Outpatient Center,Institution & Personnel,Base,Physical State,1 Field,The physical state of the institution.
72,Outpatient Center,Institution & Personnel,Base,Physical Zip,1 Field,The physical zip code of the institution.
72,Outpatient Center,Institution & Personnel,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
72,Outpatient Center,Institution & Personnel,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
72,Outpatient Center,Institution & Personnel,Base,Physical County,1 Field,The physical county name of the institution.
72,Outpatient Center,Institution & Personnel,Base,Website URL,1 Field,URL for website related to the institution.
72,Outpatient Center,Institution & Personnel,Base,Prefix,1 Field,The pre-title for the person.
72,Outpatient Center,Institution & Personnel,Base,FirstName,1 Field,The first name of the person.
72,Outpatient Center,Institution & Personnel,Base,MiddleName,1 Field,The middle name of the person.
72,Outpatient Center,Institution & Personnel,Base,LastName,1 Field,The last name of the person.
72,Outpatient Center,Institution & Personnel,Base,Suffix,1 Field,The suffix for the person.
72,Outpatient Center,Institution & Personnel,Base,DEA Number Available,1 Field,Indicates whether or not a DEA number is available for the provider.
72,Outpatient Center,Institution & Personnel,Base,Email Available,1 Field,Indicates if contact person has an email address.
72,Outpatient Center,Institution & Personnel,Base,NPI Available Institution,1 Field,Indicates whether or not a National Provider Identifier is available for the organization.
72,Outpatient Center,Institution & Personnel,Base,NPI Available Person,1 Field,Indicates whether or not a National Provider Identifier is available for the provider.
72,Outpatient Center,Institution & Personnel,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
72,Outpatient Center,Institution & Personnel,Base,Person New-to-File Date,1 Field,The date the person record was added to the MCH database.
72,Outpatient Center,Institution & Personnel,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
72,Outpatient Center,Institution & Personnel,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
72,Outpatient Center,Institution & Personnel,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
72,Outpatient Center,Institution & Personnel,Base,Main Parent ID,1 Field,Institution PIN representing the highest valid PIN in the parent list. Defines the hierarchy for institutions.
72,Outpatient Center,Institution & Personnel,Base,Main Parent Name,1 Field,The institution name representing the highest organization in the hierarchy.
72,Outpatient Center,Institution & Personnel,Base,Main Parent Institution Type,1 Field,Institution type for the Main Parent PIN.
72,Outpatient Center,Institution & Personnel,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
72,Outpatient Center,Institution & Personnel,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
72,Outpatient Center,Institution & Personnel,Email Append,Email Address,1 Field,The email address for the person.
72,Outpatient Center,Institution & Personnel,General Properties,Bed Count,1 Field,The number of beds licensed to the institution.
72,Outpatient Center,Institution & Personnel,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
72,Outpatient Center,Institution & Personnel,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
72,Outpatient Center,Institution & Personnel,General Properties,Outpatient Center Specialty,1 Field,Indicates the primary specialty of the outpatient center.
72,Outpatient Center,Institution & Personnel,General Properties,Surgery Center Specialty,1 Field,Indicates the specialty of the hospital.
72,Outpatient Center,Institution & Personnel,General Properties,Type of Outpatient Center,1 Field,Indicates the specialty of the hospital.
72,Outpatient Center,Institution & Personnel,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
72,Outpatient Center,Institution & Personnel,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
72,Outpatient Center,Institution & Personnel,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
72,Outpatient Center,Institution & Personnel,Personnel Properties,Certification Type,1 Field,The type of certification held by the contact person.
72,Outpatient Center,Institution & Personnel,Personnel Properties,DEA Expiration Date,1 Field,The date the DEA number is set to expire.
72,Outpatient Center,Institution & Personnel,Personnel Properties,DEA Number,1 Field,The DEA number of the provider.
72,Outpatient Center,Institution & Personnel,Personnel Properties,Licensed State,1 Field,The state the provider is licensed.
72,Outpatient Center,Institution & Personnel,Personnel Properties,Medicare Participation,1 Field,Indicates whether or not the provider participates in Medicare.
72,Outpatient Center,Institution & Personnel,Personnel Properties,NPI Number - Person,1 Field,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
72,Outpatient Center,Institution & Personnel,Personnel Properties,Primary Location,1 Field,Indicates whether or not this is the main location where the provider works.
72,Outpatient Center,Institution & Personnel,Personnel Properties,Primary Profession,1 Field,Indicates the primary profession of the person.
72,Outpatient Center,Institution & Personnel,Personnel Properties,State License Number,1 Field,The state license number of the provider.
72,Outpatient Center,Institution & Personnel,Personnel Properties,State License Number Available,1 Field,Indicates whether or not the contact person has a state license number available.
72,Outpatient Center,Institution & Personnel,Supplementary Features,EHR System,1 Field,An indicator for whether or not the hospital has an Electronic Health Record system.
72,Outpatient Center,Institution & Personnel,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
72,Outpatient Center,Institution & Personnel,Supplementary Features,Patient Volume Size Code,1 Field,Indicates the specialty of the hospital.
72,Outpatient Center,Institution & Personnel,Supplementary Features,Physician Count,1 Field,The number of physicians at the institution.
72,Outpatient Center,Institution & Personnel,Supplementary Features,Physician Count Code,1 Field,A description value that identifies the range of number of physicians at the institution.
72,Outpatient Center,Institution & Personnel,Supplementary Features,Provider Count,1 Field,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services."
72,Outpatient Center,Institution & Personnel,Supplementary Features,Provider Count Code,1 Field,A description value that identifies the range of number of providers at the institution.
72,Outpatient Center,Institution & Personnel,Supplementary Features,Surgery Center Bed Count Code,1 Field,A description value that identifies the range of licensed beds for the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Institution ID,1 Field,Institution Permanent Identification Number
72,Outpatient Center,Institution & Personnel with Email,Base,MCH Institution Type,1 Field,MCH Institution Type
72,Outpatient Center,Institution & Personnel with Email,Base,Institution Name,1 Field,The name of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Person ID,1 Field,Personal Name Permanent ID number
72,Outpatient Center,Institution & Personnel with Email,Base,FullName,1 Field,Personalization Name
72,Outpatient Center,Institution & Personnel with Email,Base,Email Address,1 Field,The email address for the person.
72,Outpatient Center,Institution & Personnel with Email,Base,Job Functions,10 Fields,A routine set of job responsibilities.
72,Outpatient Center,Institution & Personnel with Email,Base,Primary Specialty,1 Field,Indicates the primary specialty of the provider.
72,Outpatient Center,Institution & Personnel with Email,Base,Secondary Specialty,1 Field,Indicates the secondary specialty of the provider.
72,Outpatient Center,Institution & Personnel with Email,Base,Tertiary Specialty,1 Field,Indicates the tertiary (third level) specialty of the provider.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing Address,1 Field,The mailing address of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing City,1 Field,The mailing city of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing State,1 Field,The mailing state of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Mailing County,1 Field,The mailing county name of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,CBSA,1 Field,The core based statistical area code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Phone Number,1 Field,The phone number of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical Address,1 Field,The physical address of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical City,1 Field,The physical city of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical State,1 Field,The physical state of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical Zip,1 Field,The physical zip code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Physical County,1 Field,The physical county name of the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Website URL,1 Field,URL for website related to the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Prefix,1 Field,The pre-title for the person.
72,Outpatient Center,Institution & Personnel with Email,Base,FirstName,1 Field,The first name of the person.
72,Outpatient Center,Institution & Personnel with Email,Base,MiddleName,1 Field,The middle name of the person.
72,Outpatient Center,Institution & Personnel with Email,Base,LastName,1 Field,The last name of the person.
72,Outpatient Center,Institution & Personnel with Email,Base,Suffix,1 Field,The suffix for the person.
72,Outpatient Center,Institution & Personnel with Email,Base,DEA Number Available,1 Field,Indicates whether or not a DEA number is available for the provider.
72,Outpatient Center,Institution & Personnel with Email,Base,NPI Available Institution,1 Field,Indicates whether or not a National Provider Identifier is available for the organization.
72,Outpatient Center,Institution & Personnel with Email,Base,NPI Available Person,1 Field,Indicates whether or not a National Provider Identifier is available for the provider.
72,Outpatient Center,Institution & Personnel with Email,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
72,Outpatient Center,Institution & Personnel with Email,Base,Person New-to-File Date,1 Field,The date the person record was added to the MCH database.
72,Outpatient Center,Institution & Personnel with Email,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
72,Outpatient Center,Institution & Personnel with Email,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
72,Outpatient Center,Institution & Personnel with Email,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
72,Outpatient Center,Institution & Personnel with Email,Base,Main Parent ID,1 Field,Institution PIN representing the highest valid PIN in the parent list. Defines the hierarchy for institutions.
72,Outpatient Center,Institution & Personnel with Email,Base,Main Parent Name,1 Field,The institution name representing the highest organization in the hierarchy.
72,Outpatient Center,Institution & Personnel with Email,Base,Main Parent Institution Type,1 Field,Institution type for the Main Parent PIN.
72,Outpatient Center,Institution & Personnel with Email,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
72,Outpatient Center,Institution & Personnel with Email,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
72,Outpatient Center,Institution & Personnel with Email,General Properties,Bed Count,1 Field,The number of beds licensed to the institution.
72,Outpatient Center,Institution & Personnel with Email,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
72,Outpatient Center,Institution & Personnel with Email,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
72,Outpatient Center,Institution & Personnel with Email,General Properties,Outpatient Center Specialty,1 Field,Indicates the primary specialty of the outpatient center.
72,Outpatient Center,Institution & Personnel with Email,General Properties,Surgery Center Specialty,1 Field,Indicates the specialty of the hospital.
72,Outpatient Center,Institution & Personnel with Email,General Properties,Type of Outpatient Center,1 Field,Indicates the specialty of the hospital.
72,Outpatient Center,Institution & Personnel with Email,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
72,Outpatient Center,Institution & Personnel with Email,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
72,Outpatient Center,Institution & Personnel with Email,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,Certification Type,1 Field,The type of certification held by the contact person.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,DEA Expiration Date,1 Field,The date the DEA number is set to expire.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,DEA Number,1 Field,The DEA number of the provider.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,Licensed State,1 Field,The state the provider is licensed.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,Medicare Participation,1 Field,Indicates whether or not the provider participates in Medicare.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,NPI Number - Person,1 Field,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,Primary Location,1 Field,Indicates whether or not this is the main location where the provider works.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,Primary Profession,1 Field,Indicates the primary profession of the person.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,State License Number,1 Field,The state license number of the provider.
72,Outpatient Center,Institution & Personnel with Email,Personnel Properties,State License Number Available,1 Field,Indicates whether or not the contact person has a state license number available.
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,EHR System,1 Field,An indicator for whether or not the hospital has an Electronic Health Record system.
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,Patient Volume Size Code,1 Field,Indicates the specialty of the hospital.
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,Physician Count,1 Field,The number of physicians at the institution.
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,Physician Count Code,1 Field,A description value that identifies the range of number of physicians at the institution.
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,Provider Count,1 Field,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services."
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,Provider Count Code,1 Field,A description value that identifies the range of number of providers at the institution.
72,Outpatient Center,Institution & Personnel with Email,Supplementary Features,Surgery Center Bed Count Code,1 Field,A description value that identifies the range of licensed beds for the institution.
73,Health Alliance,Institution,Base,Institution ID,1 Field,Institution Permanent Identification Number
73,Health Alliance,Institution,Base,MCH Institution Type,1 Field,MCH Institution Type
73,Health Alliance,Institution,Base,Institution Name,1 Field,The name of the institution.
73,Health Alliance,Institution,Base,Mailing Address,1 Field,The mailing address of the institution.
73,Health Alliance,Institution,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
73,Health Alliance,Institution,Base,Mailing City,1 Field,The mailing city of the institution.
73,Health Alliance,Institution,Base,Mailing State,1 Field,The mailing state of the institution.
73,Health Alliance,Institution,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
73,Health Alliance,Institution,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
73,Health Alliance,Institution,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
73,Health Alliance,Institution,Base,Mailing County,1 Field,The mailing county name of the institution.
73,Health Alliance,Institution,Base,Phone Number,1 Field,The phone number of the institution.
73,Health Alliance,Institution,Base,Physical Address,1 Field,The physical address of the institution.
73,Health Alliance,Institution,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
73,Health Alliance,Institution,Base,Physical City,1 Field,The physical city of the institution.
73,Health Alliance,Institution,Base,Physical State,1 Field,The physical state of the institution.
73,Health Alliance,Institution,Base,Physical Zip,1 Field,The physical zip code of the institution.
73,Health Alliance,Institution,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
73,Health Alliance,Institution,Base,CBSA,1 Field,The core based statistical area code of the institution.
73,Health Alliance,Institution,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
73,Health Alliance,Institution,Base,Physical County,1 Field,The physical county name of the institution.
73,Health Alliance,Institution,Base,Website URL,1 Field,URL for website related to the institution.
73,Health Alliance,Institution,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
73,Health Alliance,Institution,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
73,Health Alliance,Institution,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
73,Health Alliance,Institution,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
73,Health Alliance,Institution,Base,Main Parent ID,1 Field,Institution PIN representing the highest valid PIN in the parent list. Defines the hierarchy for institutions.
73,Health Alliance,Institution,Base,Main Parent Name,1 Field,The institution name representing the highest organization in the hierarchy.
73,Health Alliance,Institution,Base,Main Parent Institution Type,1 Field,Institution type for the Main Parent PIN.
73,Health Alliance,Institution,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
73,Health Alliance,Institution,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
73,Health Alliance,Institution,Base,NPI Available Institution,1 Field,Indicates whether or not a National Provider Identifier is available for the organization.
73,Health Alliance,Institution,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
73,Health Alliance,Institution,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
73,Health Alliance,Institution,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
73,Health Alliance,Institution,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
73,Health Alliance,Institution,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
73,Health Alliance,Institution,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
73,Health Alliance,Institution,Supplementary Features,Type of Health Alliance,1 Field,Indicates the type of Health Alliance.
73,Health Alliance,Institution & Personnel,Base,Institution ID,1 Field,Institution Permanent Identification Number
73,Health Alliance,Institution & Personnel,Base,MCH Institution Type,1 Field,MCH Institution Type
73,Health Alliance,Institution & Personnel,Base,Institution Name,1 Field,The name of the institution.
73,Health Alliance,Institution & Personnel,Base,Person ID,1 Field,Personal Name Permanent ID number
73,Health Alliance,Institution & Personnel,Base,FullName,1 Field,Personalization Name
73,Health Alliance,Institution & Personnel,Base,Job Functions,10 Fields,A routine set of job responsibilities.
73,Health Alliance,Institution & Personnel,Base,Primary Specialty,1 Field,Indicates the primary specialty of the provider.
73,Health Alliance,Institution & Personnel,Base,Secondary Specialty,1 Field,Indicates the secondary specialty of the provider.
73,Health Alliance,Institution & Personnel,Base,Tertiary Specialty,1 Field,Indicates the tertiary (third level) specialty of the provider.
73,Health Alliance,Institution & Personnel,Base,Mailing Address,1 Field,The mailing address of the institution.
73,Health Alliance,Institution & Personnel,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
73,Health Alliance,Institution & Personnel,Base,Mailing City,1 Field,The mailing city of the institution.
73,Health Alliance,Institution & Personnel,Base,Mailing State,1 Field,The mailing state of the institution.
73,Health Alliance,Institution & Personnel,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
73,Health Alliance,Institution & Personnel,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
73,Health Alliance,Institution & Personnel,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
73,Health Alliance,Institution & Personnel,Base,Mailing County,1 Field,The mailing county name of the institution.
73,Health Alliance,Institution & Personnel,Base,CBSA,1 Field,The core based statistical area code of the institution.
73,Health Alliance,Institution & Personnel,Base,Phone Number,1 Field,The phone number of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical Address,1 Field,The physical address of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
73,Health Alliance,Institution & Personnel,Base,Physical City,1 Field,The physical city of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical State,1 Field,The physical state of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical Zip,1 Field,The physical zip code of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
73,Health Alliance,Institution & Personnel,Base,Physical County,1 Field,The physical county name of the institution.
73,Health Alliance,Institution & Personnel,Base,Website URL,1 Field,URL for website related to the institution.
73,Health Alliance,Institution & Personnel,Base,Prefix,1 Field,The pre-title for the person.
73,Health Alliance,Institution & Personnel,Base,FirstName,1 Field,The first name of the person.
73,Health Alliance,Institution & Personnel,Base,MiddleName,1 Field,The middle name of the person.
73,Health Alliance,Institution & Personnel,Base,LastName,1 Field,The last name of the person.
73,Health Alliance,Institution & Personnel,Base,Suffix,1 Field,The suffix for the person.
73,Health Alliance,Institution & Personnel,Base,DEA Number Available,1 Field,Indicates whether or not a DEA number is available for the provider.
73,Health Alliance,Institution & Personnel,Base,Email Available,1 Field,Indicates if contact person has an email address.
73,Health Alliance,Institution & Personnel,Base,NPI Available Institution,1 Field,Indicates whether or not a National Provider Identifier is available for the organization.
73,Health Alliance,Institution & Personnel,Base,NPI Available Person,1 Field,Indicates whether or not a National Provider Identifier is available for the provider.
73,Health Alliance,Institution & Personnel,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
73,Health Alliance,Institution & Personnel,Base,Person New-to-File Date,1 Field,The date the person record was added to the MCH database.
73,Health Alliance,Institution & Personnel,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
73,Health Alliance,Institution & Personnel,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
73,Health Alliance,Institution & Personnel,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
73,Health Alliance,Institution & Personnel,Base,Main Parent ID,1 Field,Institution PIN representing the highest valid PIN in the parent list. Defines the hierarchy for institutions.
73,Health Alliance,Institution & Personnel,Base,Main Parent Name,1 Field,The institution name representing the highest organization in the hierarchy.
73,Health Alliance,Institution & Personnel,Base,Main Parent Institution Type,1 Field,Institution type for the Main Parent PIN.
73,Health Alliance,Institution & Personnel,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
73,Health Alliance,Institution & Personnel,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
73,Health Alliance,Institution & Personnel,Email Append,Email Address,1 Field,The email address for the person.
73,Health Alliance,Institution & Personnel,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
73,Health Alliance,Institution & Personnel,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
73,Health Alliance,Institution & Personnel,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
73,Health Alliance,Institution & Personnel,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
73,Health Alliance,Institution & Personnel,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
73,Health Alliance,Institution & Personnel,Personnel Properties,Certification Type,1 Field,The type of certification held by the contact person.
73,Health Alliance,Institution & Personnel,Personnel Properties,DEA Expiration Date,1 Field,The date the DEA number is set to expire.
73,Health Alliance,Institution & Personnel,Personnel Properties,DEA Number,1 Field,The DEA number of the provider.
73,Health Alliance,Institution & Personnel,Personnel Properties,Licensed State,1 Field,The state the provider is licensed.
73,Health Alliance,Institution & Personnel,Personnel Properties,Medicare Participation,1 Field,Indicates whether or not the provider participates in Medicare.
73,Health Alliance,Institution & Personnel,Personnel Properties,NPI Number - Person,1 Field,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
73,Health Alliance,Institution & Personnel,Personnel Properties,Primary Location,1 Field,Indicates whether or not this is the main location where the provider works.
73,Health Alliance,Institution & Personnel,Personnel Properties,Primary Profession,1 Field,Indicates the primary profession of the person.
73,Health Alliance,Institution & Personnel,Personnel Properties,State License Number,1 Field,The state license number of the provider.
73,Health Alliance,Institution & Personnel,Personnel Properties,State License Number Available,1 Field,Indicates whether or not the contact person has a state license number available.
73,Health Alliance,Institution & Personnel,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
73,Health Alliance,Institution & Personnel,Supplementary Features,Type of Health Alliance,1 Field,Indicates the type of Health Alliance.
73,Health Alliance,Institution & Personnel with Email,Base,Institution ID,1 Field,Institution Permanent Identification Number
73,Health Alliance,Institution & Personnel with Email,Base,MCH Institution Type,1 Field,MCH Institution Type
73,Health Alliance,Institution & Personnel with Email,Base,Institution Name,1 Field,The name of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Person ID,1 Field,Personal Name Permanent ID number
73,Health Alliance,Institution & Personnel with Email,Base,FullName,1 Field,Personalization Name
73,Health Alliance,Institution & Personnel with Email,Base,Email Address,1 Field,The email address for the person.
73,Health Alliance,Institution & Personnel with Email,Base,Job Functions,10 Fields,A routine set of job responsibilities.
73,Health Alliance,Institution & Personnel with Email,Base,Primary Specialty,1 Field,Indicates the primary specialty of the provider.
73,Health Alliance,Institution & Personnel with Email,Base,Secondary Specialty,1 Field,Indicates the secondary specialty of the provider.
73,Health Alliance,Institution & Personnel with Email,Base,Tertiary Specialty,1 Field,Indicates the tertiary (third level) specialty of the provider.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing Address,1 Field,The mailing address of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing City,1 Field,The mailing city of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing State,1 Field,The mailing state of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Mailing County,1 Field,The mailing county name of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,CBSA,1 Field,The core based statistical area code of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Phone Number,1 Field,The phone number of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Physical Address,1 Field,The physical address of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
73,Health Alliance,Institution & Personnel with Email,Base,Physical City,1 Field,The physical city of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Physical State,1 Field,The physical state of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Physical Zip,1 Field,The physical zip code of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
