MCH Institution Type,MCH Institution Type Name,Attribute Level,Attribute Type,Attribute Code,Filterable,Attribute Type Description,Attribute Code Description
71,Hospital,Person,Primary Profession,Occupational Therapist,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is an occupational therapist.
71,Hospital,Person,Primary Profession,Operating or Surgical Assistant,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is an operating or surgical assistant.
71,Hospital,Person,Primary Profession,Optometrist,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is an optometrist.
71,Hospital,Person,Primary Profession,Pharmacist,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a pharmacist.
71,Hospital,Person,Primary Profession,Physical Therapist,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a physical therapist.
71,Hospital,Person,Primary Profession,Physician Assistant,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a physician assistant.
71,Hospital,Person,Primary Profession,Podiatrist,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a podiatrist.
71,Hospital,Person,Primary Profession,Psychologist,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is psychologist.
71,Hospital,Person,Primary Profession,Social Worker,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a social worker.
71,Hospital,Person,Primary Profession,Technician,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a technician/technologist.
71,Hospital,Person,Primary Profession,Veterinarian,Yes,"This is a professional indicator for the individual (i.e. Medical Doctor, Dentist, etc.).",The primary profession of the person is a veterinarian.
71,Hospital,Person,State License Number,State License Number,Yes,The state license number of the provider.,The state license number of the provider.
71,Hospital,Person,State License Number Available,No,Yes,Indicates whether or not the contact person has a state license number available.,The provider does not have a state license number available.
71,Hospital,Person,State License Number Available,Yes,Yes,Indicates whether or not the contact person has a state license number available.,The provider has a state license number available.
71,Hospital,Person,State Licensed,State Licensed,No,The state the provider is licensed.,The state the provider is licensed.
72,Outpatient Center,Institution,Alt Institution Name,Alt Institution Name,No,The full name of the institution.,The full name of the institution.
72,Outpatient Center,Institution,Alt Institution Name - DBA,Alt Institution Name - DBA,No,"The ""Doing Business As"" name of the institution. This name should be given priority over other names.","The ""Doing Business As"" name of the institution. This name should be given priority over other names."
72,Outpatient Center,Institution,Bed Count,Number of Beds,Yes,The number of beds licensed to the institution.,The total number of beds the organization is licensed to have.
72,Outpatient Center,Institution,CBSA Code,CBSA Code,No,The core based statistical area code of the institution.,The core based statistical area code of the institution.
72,Outpatient Center,Institution,EHR System,No,Yes,An indicator for whether or not the hospital has an Electronic Health Record system.,The organization does not have an Electronic Health Record system.
72,Outpatient Center,Institution,EHR System,Unknown,Yes,An indicator for whether or not the hospital has an Electronic Health Record system.,It is unknown whether the organization has an Electronic Health Record system.
72,Outpatient Center,Institution,EHR System,Yes,Yes,An indicator for whether or not the hospital has an Electronic Health Record system.,The organization has an Electronic Health Record system.
72,Outpatient Center,Institution,Geo Precision 1,Approximate,No,Indicates the level of accuracy of the geo code.,The geocode is approximate.
72,Outpatient Center,Institution,Geo Precision 1,Geometric Center,No,Indicates the level of accuracy of the geo code.,The geocode is a geometric center based either on a street or region.
72,Outpatient Center,Institution,Geo Precision 1,Range Interpolated,No,Indicates the level of accuracy of the geo code.,The geocode reflects an approximation interpolated between two precise points.
72,Outpatient Center,Institution,Geo Precision 1,Rooftop,No,Indicates the level of accuracy of the geo code.,The returned geocode is precise down to street address.
72,Outpatient Center,Institution,Geo Precision 1,Unknown,No,Indicates the level of accuracy of the geo code.,The geocode is unknown.
72,Outpatient Center,Institution,Institution New-to-File Date,Institution New-to-File Date,Yes,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
72,Outpatient Center,Institution,Latitude,Latitude,No,"The distance running north or south of the earth's equator, expressed in degrees and minutes.","The distance running north or south of the earth's equator, expressed in degrees and minutes."
72,Outpatient Center,Institution,Longitude,Longitude,No,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes.","The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
72,Outpatient Center,Institution,NAICS Code-Primary,Administration of Public Health Programs,No,The North American Industry Classification System code.,"Government establishments primarily engaged in the planning, administration, and coordination of public health programs and services, including environmental health activities, mental health, categorical health programs, health statistics, and immunization services."
72,Outpatient Center,Institution,NAICS Code-Primary,Diagnostic Imaging Centers,No,The North American Industry Classification System code.,Centers primarily engaged in providing analytic or diagnostic services. Normally patients are referred from a health practitioner.
72,Outpatient Center,Institution,NAICS Code-Primary,Freestanding Ambulatory Surgical & Emergency Centers,No,The North American Industry Classification System code.,"Facility with physicians and other medical staff primarily engaged in providing surgical services (e.g., orthoscopic and cataract surgery) on an outpatient basis or providing emergency care services (e.g. setting broken bones, treating lacerations, or tending to patients suffering injuries as a result of accidents, trauma, or medical conditions necessitating immediate medical care) on an outpatient basis."
72,Outpatient Center,Institution,NAICS Code-Primary,Offices of All Other Miscellaneous Health Practitioners,No,The North American Industry Classification System code.,"Establishments of independent health practitioners (except physicians, dentists, chiropractors, optometrists, mental health specialists, physical, occupational, and speech therapists, audiologists, and podiatrists)."
72,Outpatient Center,Institution,NAICS Code-Primary,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",No,The North American Industry Classification System code.,"Establishments of independent health practitioners primarily engaged in one of the following: providing physical therapy services to patients who have impairments, functional limitations, disabilities, or changes in physical function due to an injury or disease; planning and administering education, recreational, and social activities designed to help patients or individuals with disabilities; and diagnosing and treating speech, language, or hearing problems."
72,Outpatient Center,Institution,NAICS Code-Primary,Offices of Physicians (except Mental Health Specialists),No,The North American Industry Classification System code.,Health practitioners having the degree of M.D. (Doctor of Medicine) or D.O. (Doctor of Osteopathy) primarily engaged in the independent practice of general or specialized medicine (except mental health) or surgery.
72,Outpatient Center,Institution,NPI Available - Institution,No,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is available for the institution.
72,Outpatient Center,Institution,NPI Available - Institution,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is available for the institution.
72,Outpatient Center,Institution,NPI Number - Institution,NPI Number - Institution,Yes,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.","A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
72,Outpatient Center,Institution,Outpatient Center Specialty,Addiction Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in addiction medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Allergy/Immunology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in allergy and immunology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Anesthesiology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in anesthesiology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Anticoagulation,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in anticoagulation.
72,Outpatient Center,Institution,Outpatient Center Specialty,Audiology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in audiology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Behavioral Health,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in behavioral health.
72,Outpatient Center,Institution,Outpatient Center Specialty,Birthing Center,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes as a birthing center.
72,Outpatient Center,Institution,Outpatient Center Specialty,Cardiology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in cardiology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Chiropractic Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in chiropractic medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Dentistry,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in dentistry.
72,Outpatient Center,Institution,Outpatient Center Specialty,Dermatology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in dermatology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Developmental Disabilities,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in serving patients with development disabilities.
72,Outpatient Center,Institution,Outpatient Center Specialty,Dialysis Centers,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in dialysis.
72,Outpatient Center,Institution,Outpatient Center Specialty,Emergency Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in emergency medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Endocrinology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in endocrinology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Family Practice,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in family practice.
72,Outpatient Center,Institution,Outpatient Center Specialty,Gastroenterology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in gastroenterology.
72,Outpatient Center,Institution,Outpatient Center Specialty,General Practice,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in general practice.
72,Outpatient Center,Institution,Outpatient Center Specialty,General Surgery,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in general surgery.
72,Outpatient Center,Institution,Outpatient Center Specialty,Genetics,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in genetics.
72,Outpatient Center,Institution,Outpatient Center Specialty,Geriatric Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in geriatric medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Hematology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in hematology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Infectious Disease,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in infectious disease.
72,Outpatient Center,Institution,Outpatient Center Specialty,Infusion Therapy,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in infusion therapy.
72,Outpatient Center,Institution,Outpatient Center Specialty,Internal Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in internal medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Maxillofacial Surgery,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in maxillofacial surgery.
72,Outpatient Center,Institution,Outpatient Center Specialty,Mobile Clinic,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center moves from location to location serving patients.
72,Outpatient Center,Institution,Outpatient Center Specialty,Multispecialty Group Practice,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in multiple specialties.
72,Outpatient Center,Institution,Outpatient Center Specialty,Nephrology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in nephrology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Neurology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in neurology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Nutrition,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in nutrition.
72,Outpatient Center,Institution,Outpatient Center Specialty,Obstetrics/Gynecology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in obstetrics and gynecology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Occupational Health,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in occupational health.
72,Outpatient Center,Institution,Outpatient Center Specialty,Occupational Therapy,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in occupational therapy.
72,Outpatient Center,Institution,Outpatient Center Specialty,Oncology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in oncology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Ophthalmology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in ophthalmology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Optometry,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in optometry.
72,Outpatient Center,Institution,Outpatient Center Specialty,Orthopedics,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in orthopedics.
72,Outpatient Center,Institution,Outpatient Center Specialty,Otolaryngology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in otolaryngology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Pain Management,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in pain management.
72,Outpatient Center,Institution,Outpatient Center Specialty,Pathology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in pathology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Pediatric Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in pediatric medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Plastic and Reconstructive Surgery,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in plastic and reconstructive surgery.
72,Outpatient Center,Institution,Outpatient Center Specialty,Podiatry,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in podiatry.
72,Outpatient Center,Institution,Outpatient Center Specialty,Preventive Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in preventive medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Primary Care,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in primary care.
72,Outpatient Center,Institution,Outpatient Center Specialty,Proctology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in proctology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Pulmonary Disease,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in pulmonary disease.
72,Outpatient Center,Institution,Outpatient Center Specialty,Radiology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in radiology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Retail Walk-In,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes as a retail walk-in clinic.
72,Outpatient Center,Institution,Outpatient Center Specialty,Rheumatology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in rheumatology.
72,Outpatient Center,Institution,Outpatient Center Specialty,Sports Medicine,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in sports medicine.
72,Outpatient Center,Institution,Outpatient Center Specialty,Student Health Center,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in student health.
72,Outpatient Center,Institution,Outpatient Center Specialty,Unknown,Yes,Indicates the primary specialty of the outpatient center.,It is unknown if the outpatient center specializes in anything.
72,Outpatient Center,Institution,Outpatient Center Specialty,Urgent Care,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in urgent care.
72,Outpatient Center,Institution,Outpatient Center Specialty,Urology,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in urology.
72,Outpatient Center,Institution,Outpatient Center Specialty,US Navy Fleet Ship,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center is a US Navy Fleet Ship.
72,Outpatient Center,Institution,Outpatient Center Specialty,Vascular,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in vascular issues.
72,Outpatient Center,Institution,Outpatient Center Specialty,Wound Care,Yes,Indicates the primary specialty of the outpatient center.,The outpatient center specializes in wound care.
72,Outpatient Center,Institution,Patient Volume Size Code,A - Very Large (201+),No,A description value that identifies the range of patients seen in a day.,A facility that serves 201+ patients on average per day.
72,Outpatient Center,Institution,Patient Volume Size Code,B - Large (151-200),No,A description value that identifies the range of patients seen in a day.,A facility that serves between 151-200 patients on average per day.
72,Outpatient Center,Institution,Patient Volume Size Code,C - Medium-Large (101-150),No,A description value that identifies the range of patients seen in a day.,A facility that serves between 101-150 patients on average per day.
72,Outpatient Center,Institution,Patient Volume Size Code,D - Medium-Small (51-100),No,A description value that identifies the range of patients seen in a day.,A facility that serves between 51-100 patients on average per day.
72,Outpatient Center,Institution,Patient Volume Size Code,E - Small (26-50),No,A description value that identifies the range of patients seen in a day.,A facility that serves between 26-50 patients on average per day.
72,Outpatient Center,Institution,Patient Volume Size Code,F - Very Small (1-25),No,A description value that identifies the range of patients seen in a day.,A facility that serves between 1-25 patients on average per day.
72,Outpatient Center,Institution,Patient Volume Size Code,U - Unknown,No,A description value that identifies the range of patients seen in a day.,The number of patients seen in a day is unknown.
72,Outpatient Center,Institution,Physician Count,Physician Count,Yes,The number of physicians at the institution.,The number of physicians at the institution.
72,Outpatient Center,Institution,Physician Size Code,A - Very Large (500+),No,A description value that identifies the range of number of physicians at the institution.,An organization with 500+ physicians.
72,Outpatient Center,Institution,Physician Size Code,B - Large (250-499),No,A description value that identifies the range of number of physicians at the institution.,An organization with 250-499 physicians.
72,Outpatient Center,Institution,Physician Size Code,C - Medium (100-249),No,A description value that identifies the range of number of physicians at the institution.,An organization with 100-249 physicians.
72,Outpatient Center,Institution,Physician Size Code,D - Small (10-99),No,A description value that identifies the range of number of physicians at the institution.,An organization with 10-99 physicians.
72,Outpatient Center,Institution,Physician Size Code,E - Very Small (1-9),No,A description value that identifies the range of number of physicians at the institution.,An organization with 1-9 physicians.
72,Outpatient Center,Institution,Physician Size Code,F - Zero (0),No,A description value that identifies the range of number of physicians at the institution.,An organization with no affiliated physicians.
72,Outpatient Center,Institution,Physician Size Code,U - Unknown,No,A description value that identifies the range of number of physicians at the institution.,An organization with an unknown number of physicians.
72,Outpatient Center,Institution,Provider Count,Provider Count,Yes,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services.",The number of providers at the institution.
72,Outpatient Center,Institution,Provider Size Code,A - Very Large (500+),No,A description value that identifies the range of number of providers at the institution.,An organization with 500+ providers.
72,Outpatient Center,Institution,Provider Size Code,B - Large (250-499),No,A description value that identifies the range of number of providers at the institution.,An organization with 250-499 providers.
72,Outpatient Center,Institution,Provider Size Code,C - Medium (100-249),No,A description value that identifies the range of number of providers at the institution.,An organization with 100-249 providers.
72,Outpatient Center,Institution,Provider Size Code,D - Small (10-99),No,A description value that identifies the range of number of providers at the institution.,An organization with 10-99 providers.
72,Outpatient Center,Institution,Provider Size Code,E - Very Small (1-9),No,A description value that identifies the range of number of providers at the institution.,An organization with 1-9 providers.
72,Outpatient Center,Institution,Provider Size Code,U - Unknown,No,A description value that identifies the range of number of providers at the institution.,An organization with an unknown number of providers.
72,Outpatient Center,Institution,SIC Code-Primary,Administration of Public Health Programs,No,The Standard Industry Classification (SIC) code.,"Government establishments primarily engaged in planning, administration, and coordination of public health programs and services, including environmental health activities, mental health, categorical health programs (e.g., cancer control, communicable disease control, maternity, child health), health statistics, and immunization services."
72,Outpatient Center,Institution,SIC Code-Primary,Medical Laboratories,No,The Standard Industry Classification (SIC) code.,"Establishments primarily engaged in providing professional analytic or diagnostic services to the medical profession, or to the patient on prescription of a physician."
72,Outpatient Center,Institution,SIC Code-Primary,Offices and Clinics of Doctors of Medicine,No,The Standard Industry Classification (SIC) code.,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery.
72,Outpatient Center,Institution,SIC Code-Primary,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",No,The Standard Industry Classification (SIC) code.,"Establishments of health practitioners engaged in the practice of health fields, not elsewhere classified."
72,Outpatient Center,Institution,Surgery Center Bed Size Code,A - Very Large (20+),No,A description value that identifies the range of licensed beds for the institution.,A surgery center licensed to care for 20+ patients.
72,Outpatient Center,Institution,Surgery Center Bed Size Code,B - Large (15-19),No,A description value that identifies the range of licensed beds for the institution.,The surgery center is licensed to care for 15-19 patients.
72,Outpatient Center,Institution,Surgery Center Bed Size Code,C - Medium (10-14),No,A description value that identifies the range of licensed beds for the institution.,The surgery center is licensed to care for 10-14 patients.
72,Outpatient Center,Institution,Surgery Center Bed Size Code,D - Small (5-9),No,A description value that identifies the range of licensed beds for the institution.,The surgery center is licensed to care for 5-9 patients.
72,Outpatient Center,Institution,Surgery Center Bed Size Code,E - Very Small (1-4),No,A description value that identifies the range of licensed beds for the institution.,The surgery center is licensed to care for 1-4 patients.
72,Outpatient Center,Institution,Surgery Center Bed Size Code,F - Zero (0),No,A description value that identifies the range of licensed beds for the institution.,The surgery center reports zero licensed beds.
72,Outpatient Center,Institution,Surgery Center Bed Size Code,U - Unknown,No,A description value that identifies the range of licensed beds for the institution.,A surgery center licensed to care for an unknown number of patients.
72,Outpatient Center,Institution,Surgery Center Specialty,Aesthetics,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in aesthetics.
72,Outpatient Center,Institution,Surgery Center Specialty,Cardiovascular,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in cardiovascular procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Dental,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in dental procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Digestive Health,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in digestive health procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,"Ear, Nose, Throat, Head, Neck (ENT)",Yes,Indicates the primary specialty of the surgery center.,"The surgery center specializes in procedures related to the ear, nose, throat, head, and neck."
72,Outpatient Center,Institution,Surgery Center Specialty,Eyecare,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in eyecare procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Foot and Ankle,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in foot and ankle procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Neurological Medicine,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in neurological procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Oncology,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in oncology procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Orthopedic and Sports Medicine,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in orthopedic and sports medicine procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Pain Management,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in pain management procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Plastic Surgery,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in plastic surgery procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Reproductive Health,Yes,Indicates the primary specialty of the surgery center.,The surgery center specializes in reproductive health procedures.
72,Outpatient Center,Institution,Surgery Center Specialty,Unknown,Yes,Indicates the primary specialty of the surgery center.,It is unknown if the surgery center specializes in any procedures.
72,Outpatient Center,Institution,Type of Outpatient Center,Alternative Medicine,Yes,Indicates the type of outpatient center.,The outpatient center focuses on alternative medicine.
72,Outpatient Center,Institution,Type of Outpatient Center,Diagnostic Imaging Center,Yes,Indicates the type of outpatient center.,The outpatient center performs diagnostic imaging services.
72,Outpatient Center,Institution,Type of Outpatient Center,Health Department,Yes,Indicates the type of outpatient center.,The outpatient center is a health department.
72,Outpatient Center,Institution,Type of Outpatient Center,Independent Physician Practice,Yes,Indicates the type of outpatient center.,The outpatient center is an independent physician practice with one provider.
72,Outpatient Center,Institution,Type of Outpatient Center,Medical Clinic,Yes,Indicates the type of outpatient center.,The outpatient center is a medical clinic.
72,Outpatient Center,Institution,Type of Outpatient Center,Medical Practice,Yes,Indicates the type of outpatient center.,The outpatient center is a medical practice with two or more providers.
72,Outpatient Center,Institution,Type of Outpatient Center,Medical Spa,Yes,Indicates the type of outpatient center.,The outpatient center is a medical spa.
72,Outpatient Center,Institution,Type of Outpatient Center,Physical Medicine and Rehab,Yes,Indicates the type of outpatient center.,The outpatient center is is a physical medicine and rehab facility.
72,Outpatient Center,Institution,Type of Outpatient Center,Surgery Center,Yes,Indicates the type of outpatient center.,The outpatient center is an ambulatory surgery center.
72,Outpatient Center,Person,Certification Type,Advanced Nurse,No,The type of certification held by the contact person.,Holds an Advanced Nursing certification.
72,Outpatient Center,Person,Certification Type,Anesthesia Assistant,No,The type of certification held by the contact person.,Holds an Anesthesia Assistant certification.
72,Outpatient Center,Person,Certification Type,Audiologist,No,The type of certification held by the contact person.,Hold an Audiologist certification.
72,Outpatient Center,Person,Certification Type,Certified Nurse Anesthetist,No,The type of certification held by the contact person.,Holds a Certified Nurse Anesthetist certification.
72,Outpatient Center,Person,Certification Type,Chiropractor,No,The type of certification held by the contact person.,Holds a Chiropractic certification.
72,Outpatient Center,Person,Certification Type,Clinical Nurse Specialist,No,The type of certification held by the contact person.,Holds a Clinical Nurse Specialist certification.
72,Outpatient Center,Person,Certification Type,Doctor of Dental Surgery (DDS),No,The type of certification held by the contact person.,Holds a Doctor of Dental Surgery certification.
72,Outpatient Center,Person,Certification Type,Doctor of Optometry,No,The type of certification held by the contact person.,Holds a Doctor of Optometry certification.
72,Outpatient Center,Person,Certification Type,Doctor of Osteopathic Medicine (DO),No,The type of certification held by the contact person.,Holds a Doctor of Osteopathic Medicine certification.
72,Outpatient Center,Person,Certification Type,Doctor of Podiatric Medicine,No,The type of certification held by the contact person.,Holds a Doctor of Podiatric Medicine certification.
72,Outpatient Center,Person,Certification Type,Licensed Esthetician,No,The type of certification held by the contact person.,Holds a Licensed Esthetician certification.
72,Outpatient Center,Person,Certification Type,Licensed Practical Nurse (LPN),No,The type of certification held by the contact person.,Holds a Licensed Practical Nurse certification.
72,Outpatient Center,Person,Certification Type,Medical Doctor (MD),No,The type of certification held by the contact person.,Holds a Medical Doctor certification.
72,Outpatient Center,Person,Certification Type,Naturopathic Doctor,No,The type of certification held by the contact person.,Holds a Naturopathic Doctor certification.
72,Outpatient Center,Person,Certification Type,Nurse Midwife,No,The type of certification held by the contact person.,Holds a Nurse Midwife certification.
72,Outpatient Center,Person,Certification Type,Nurse Practitioner (NP),No,The type of certification held by the contact person.,Holds a Nurse Practitioner certification.
72,Outpatient Center,Person,Certification Type,Pharmacist,No,The type of certification held by the contact person.,Holds a Pharmacist certification.
72,Outpatient Center,Person,Certification Type,Pharmacist Intern,No,The type of certification held by the contact person.,Holds a Pharmacist Internship certification.
72,Outpatient Center,Person,Certification Type,Pharmacy Technician,No,The type of certification held by the contact person.,Holds a Pharmacy Technician certification.
72,Outpatient Center,Person,Certification Type,Physician Assistant (PA),No,The type of certification held by the contact person.,Holds a Physician Assistant certification.
72,Outpatient Center,Person,Certification Type,Psychologist,No,The type of certification held by the contact person.,Holds a Psychologist certification.
72,Outpatient Center,Person,Certification Type,Registered Nurse (RN),No,The type of certification held by the contact person.,Holds a Registered Nurse certification.
72,Outpatient Center,Person,Certification Type,Social Worker,No,The type of certification held by the contact person.,Holds a Social Worker certification.
72,Outpatient Center,Person,Certification Type,Veterinary Medical Doctor,No,The type of certification held by the contact person.,Holds a Veterinary Medical Doctor certification.
72,Outpatient Center,Person,DEA Expiration Date,DEA Expiration Date,No,The date the DEA number is set to expire.,The date the DEA number is set to expire.
72,Outpatient Center,Person,DEA Number,DEA Number,No,The DEA number of the provider.,The DEA Number of the provider.
72,Outpatient Center,Person,DEA Number Available,No,No,Indicates whether or not a DEA number is available for the provider.,A DEA number is not available for the provider.
72,Outpatient Center,Person,DEA Number Available,Yes,No,Indicates whether or not a DEA number is available for the provider.,A DEA number is available for the provider.
72,Outpatient Center,Person,Medicare Participation,No,Yes,Indicates whether or not the provider participates in Medicare.,The provider does not participate in the Medicare program.
